n,tier,channel,title,status,quote,file
39,B,Accenture,Top Banking Trends 2026 - Unconstrained Banking | Accenture,ok,그들은 이 기회를 은행이 DX 뱅킹에 대해 말했던 것과 같은 맥락으로 보고 있습니다.,transcripts/channels/Accenture/Top_Banking_Trends_2026_-_Unconstrained_Banking_Accenture__MWvdwSD3ZRc.md
39,B,Accenture,Top Banking Trends 2026 - Unconstrained Banking | Accenture,ok,그리고 그러한 획일적인 세상을 만들어내는 과정에서 은행들은 기능적으로는 올바르지만 감정적으로는 결여된 존재가 되었습니다.,transcripts/channels/Accenture/Top_Banking_Trends_2026_-_Unconstrained_Banking_Accenture__MWvdwSD3ZRc.md
40,B,Amazon Web Services,Leading AI Transformation: A Chief AI Officer's Perspective | Amazon Web Services,ok,저는 리도스의 포괄적인 AI 전략 실행을 이끌어갈 최고 AI 책임자(Chief AI Officer)라는 직책을 만드는 데 집중했습니다 .,transcripts/2026-07-18/Leading_AI_Transformation_A_Chief_AI_Officer's_Perspective_A__LblTPS1LnLc.md
40,B,Amazon Web Services,Leading AI Transformation: A Chief AI Officer's Perspective | Amazon Web Services,ok,이 일을 제대로 하면서 깨달은 점 중 하나는 회사 내 모든 AI 자원을 내가 독점할 수는 없다는 것입니다 .,transcripts/2026-07-18/Leading_AI_Transformation_A_Chief_AI_Officer's_Perspective_A__LblTPS1LnLc.md
40,B,Amazon Web Services,Leading AI Transformation: A Chief AI Officer's Perspective | Amazon Web Services,ok,하지만 소프트웨어 개발자의 효율성이 30~40% 향상된다고 해서 개발자 수를 30~40% 줄일 수 있다는 뜻일까요?,transcripts/2026-07-18/Leading_AI_Transformation_A_Chief_AI_Officer's_Perspective_A__LblTPS1LnLc.md
40,B,Amazon Web Services,Leading AI Transformation: A Chief AI Officer's Perspective | Amazon Web Services,ok,실제로 대규모로 이 작업을 진행해 보니 개발자들이 코딩 도우미를 활용하여 코딩하는 데 더 많은 시간을 할애하는 것을 발견했습니다 .,transcripts/2026-07-18/Leading_AI_Transformation_A_Chief_AI_Officer's_Perspective_A__LblTPS1LnLc.md
40,B,Amazon Web Services,Leading AI Transformation: A Chief AI Officer's Perspective | Amazon Web Services,ok,위험도가 낮은 AI 활용 사례에 거버넌스 관심과 자원을 집중하지 마십시오.,transcripts/2026-07-18/Leading_AI_Transformation_A_Chief_AI_Officer's_Perspective_A__LblTPS1LnLc.md
41,B,Anthropic,How AbbVie accelerates drug discovery with Claude,ok,"네, 현재 AI 전략 및 파트너십이라는 새로운 직무를 개발하는 데 참여하고 있습니다 .",transcripts/channels/Anthropic/How_AbbVie_accelerates_drug_discovery_with_Claude__NfoFdsc2ODQ.md
41,B,Anthropic,How AbbVie accelerates drug discovery with Claude,ok,"Gaia를 통해 대규모 언어 모델을 활용하여 NDA 및 PSUR 문서를 시작으로 수천 가지의 다양한 연구 문서 작성을 자동화하고 있으며, 이를 통해 시간 절약 측면에서 약 40~60%의 효율성을 달성했습니다 .",transcripts/channels/Anthropic/How_AbbVie_accelerates_drug_discovery_with_Claude__NfoFdsc2ODQ.md
41,B,Anthropic,How AbbVie accelerates drug discovery with Claude,ok,"그래서 우리는 사람과 프로세스에 집중하는 것이 기술적 결정만큼이나 중요하며, 대기업 에서 진정한 AI 혁신을 이끌어내는 데 필수적이라는 것을 알게 되었습니다 .",transcripts/channels/Anthropic/How_AbbVie_accelerates_drug_discovery_with_Claude__NfoFdsc2ODQ.md
41,B,Anthropic,How AbbVie accelerates drug discovery with Claude,ok,각 부서에 소규모 AI 팀을 구성하여 해당 분야에서 AI 혁신을 이끌어가는 진정한 주역으로 자리매김하도록 지원하고 있습니다.,transcripts/channels/Anthropic/How_AbbVie_accelerates_drug_discovery_with_Claude__NfoFdsc2ODQ.md
41,B,Anthropic,How AbbVie accelerates drug discovery with Claude,ok,"제가 생각하기에 우리가 많이 고민하는 것 중 하나는 아무런 조치를 취하지 않을 경우 의 위험이 너무 크다는 것이고, 많은 기업들이 그러한 위험을 감수하려 하지 않을 거라고 생각합니다.",transcripts/channels/Anthropic/How_AbbVie_accelerates_drug_discovery_with_Claude__NfoFdsc2ODQ.md
42,B,Anthropic,What does AI mean for education?,ok,47% of the student interactions on Claude were very direct transactional types of interactions with little engagements,transcripts/channels/Anthropic/What_does_AI_mean_for_education__Uh98_aGhAuY.md
42,B,Anthropic,What does AI mean for education?,ok,It took us about two weeks from start to finish and it was amazing,transcripts/channels/Anthropic/What_does_AI_mean_for_education__Uh98_aGhAuY.md
42,B,Anthropic,What does AI mean for education?,ok,we would much rather teach a million people to not use AI than like watch a billion people to become dependent on the technology,transcripts/channels/Anthropic/What_does_AI_mean_for_education__Uh98_aGhAuY.md
42,B,Anthropic,What does AI mean for education?,ok,every institution feels an immense amount of pressure to just do something with AI instead of doing nothing,transcripts/channels/Anthropic/What_does_AI_mean_for_education__Uh98_aGhAuY.md
42,B,Anthropic,What does AI mean for education?,ok,"it's an institutional problem, not necessarily a human, I guess motivation problem",transcripts/channels/Anthropic/What_does_AI_mean_for_education__Uh98_aGhAuY.md
43,B,Boston Consulting Group,"With 180 Years of Reinvention, Pearson Takes on the AI Era",ok,180년 된 음악 회사를 어떻게 하면 계속해서 관련성을 유지할 수 있을까요?,"transcripts/channels/Boston_Consulting_Group/With_180_Years_of_Reinvention,_Pearson_Takes_on_the_AI_Era__YBe0oiv01N0.md"
43,B,Boston Consulting Group,"With 180 Years of Reinvention, Pearson Takes on the AI Era",ok,"우리는 종종 부서별로는 녹색이지만, 전체적으로는 빨간색이다.","transcripts/channels/Boston_Consulting_Group/With_180_Years_of_Reinvention,_Pearson_Takes_on_the_AI_Era__YBe0oiv01N0.md"
43,B,Boston Consulting Group,"With 180 Years of Reinvention, Pearson Takes on the AI Era",ok,"우리 회사에는 5,500개의 직책이 있었고, 17,000명의 직원 중에서 1,500개가 넘는 직무가 있었습니다.","transcripts/channels/Boston_Consulting_Group/With_180_Years_of_Reinvention,_Pearson_Takes_on_the_AI_Era__YBe0oiv01N0.md"
43,B,Boston Consulting Group,"With 180 Years of Reinvention, Pearson Takes on the AI Era",ok,그래서 CEO는 최고 학습 책임자인 것입니다.,"transcripts/channels/Boston_Consulting_Group/With_180_Years_of_Reinvention,_Pearson_Takes_on_the_AI_Era__YBe0oiv01N0.md"
43,B,Boston Consulting Group,"With 180 Years of Reinvention, Pearson Takes on the AI Era",ok,저는 AI로 인한 일자리 붕괴라는 비관적인 전망을 믿지 않습니다.,"transcripts/channels/Boston_Consulting_Group/With_180_Years_of_Reinvention,_Pearson_Takes_on_the_AI_Era__YBe0oiv01N0.md"
44,B,Cerebras,Cerebras CISO Naor Penso on AI Security & The CrowdStrike Partnership,ok,"그리고 현실은 만약 모든 사람이 건축업자라면, 대부분의 사람들은 건축 법규를 제대로 이해하지 못한다는 것입니다.",transcripts/channels/Cerebras/Cerebras_CISO_Naor_Penso_on_AI_Security_&_The_CrowdStrike_Pa__sD2kVXOfhLs.md
44,B,Cerebras,Cerebras CISO Naor Penso on AI Security & The CrowdStrike Partnership,ok,최근 공격자가 에이전트에 대해 예상치 못한 쿼리를 실행하여 에이전트가 비밀 키 등을 무단으로 전송하는 사례가 발생했습니다.,transcripts/channels/Cerebras/Cerebras_CISO_Naor_Penso_on_AI_Security_&_The_CrowdStrike_Pa__sD2kVXOfhLs.md
44,B,Cerebras,Cerebras CISO Naor Penso on AI Security & The CrowdStrike Partnership,ok,제가 CISO로 부임하면서 내린 결정 중 가장 쉬운 결정 중 하나였습니다,transcripts/channels/Cerebras/Cerebras_CISO_Naor_Penso_on_AI_Security_&_The_CrowdStrike_Pa__sD2kVXOfhLs.md
44,B,Cerebras,Cerebras CISO Naor Penso on AI Security & The CrowdStrike Partnership,ok,오늘날 인공지능은 우리가 규모를 확장할 수 있는 유일한 현실적인 방법입니다.,transcripts/channels/Cerebras/Cerebras_CISO_Naor_Penso_on_AI_Security_&_The_CrowdStrike_Pa__sD2kVXOfhLs.md
44,B,Cerebras,Cerebras CISO Naor Penso on AI Security & The CrowdStrike Partnership,ok,시큐어웍스와 크라우드스트라이크의 파트너십 발표가 있었는데,transcripts/channels/Cerebras/Cerebras_CISO_Naor_Penso_on_AI_Security_&_The_CrowdStrike_Pa__sD2kVXOfhLs.md
45,B,Cohere,Nikhil Pentapalli - Crafting a Successful AI Career & Transitioning Research into Scalable AI Produc,ok,훌륭한 연구 모델이 반드시 훌륭한 제품으로 이어지는 것은 아닙니다.,transcripts/channels/Cohere/Nikhil_Pentapalli_-_Crafting_a_Successful_AI_Career_&_Transi__IExfnhecorw.md
45,B,Cohere,Nikhil Pentapalli - Crafting a Successful AI Career & Transitioning Research into Scalable AI Produc,ok,"동일한 모델을 사용하여 결과를 생성하고, 동일한 모델을 사용하여 평가하는 경우 항상 편향이 발생할 수밖에 없습니다.",transcripts/channels/Cohere/Nikhil_Pentapalli_-_Crafting_a_Successful_AI_Career_&_Transi__IExfnhecorw.md
45,B,Cohere,Nikhil Pentapalli - Crafting a Successful AI Career & Transitioning Research into Scalable AI Produc,ok,입력 보호 기능은 업계에서 매우 중요한 개인 식별 정보(PII) 처리와 관련된 문제를 해결해 줄 것입니다.,transcripts/channels/Cohere/Nikhil_Pentapalli_-_Crafting_a_Successful_AI_Career_&_Transi__IExfnhecorw.md
45,B,Cohere,Nikhil Pentapalli - Crafting a Successful AI Career & Transitioning Research into Scalable AI Produc,ok,그래서 조직 내에서 많은 저항에 부딪힐 겁니다.,transcripts/channels/Cohere/Nikhil_Pentapalli_-_Crafting_a_Successful_AI_Career_&_Transi__IExfnhecorw.md
46,B,Cole Medin,The Complete AI Transformation Blueprint - Live Workshop,ok,60% of your day goes to work about work.,transcripts/2026-07-21/The_Complete_AI_Transformation_Blueprint_-_Live_Workshop__OcTMwjqje5Q.md
46,B,Cole Medin,The Complete AI Transformation Blueprint - Live Workshop,ok,we have 13 humans that each one might have 30 agents working for them,transcripts/2026-07-21/The_Complete_AI_Transformation_Blueprint_-_Live_Workshop__OcTMwjqje5Q.md
46,B,Cole Medin,The Complete AI Transformation Blueprint - Live Workshop,ok,"Autonomy is not where you start, it's where you arrive.",transcripts/2026-07-21/The_Complete_AI_Transformation_Blueprint_-_Live_Workshop__OcTMwjqje5Q.md
46,B,Cole Medin,The Complete AI Transformation Blueprint - Live Workshop,ok,he built a penthouse on a vacant lot,transcripts/2026-07-21/The_Complete_AI_Transformation_Blueprint_-_Live_Workshop__OcTMwjqje5Q.md
47,B,Cresta,Deploying AI Agents In The Enterprise,ok,"핑, 크레스타의 CEO로 2~3년 정도 재직하셨는데",transcripts/2026-08-03/Deploying_AI_Agents_In_The_Enterprise__cKGyiwsm66I.md
47,B,Cresta,Deploying AI Agents In The Enterprise,ok,망치로 모든 것을 못처럼 다루려 해서는 안 되죠.,transcripts/2026-08-03/Deploying_AI_Agents_In_The_Enterprise__cKGyiwsm66I.md
47,B,Cresta,Deploying AI Agents In The Enterprise,ok,AI 에이전트는 마치 블랙박스처럼 느껴지는 경우가 많습니다.,transcripts/2026-08-03/Deploying_AI_Agents_In_The_Enterprise__cKGyiwsm66I.md
47,B,Cresta,Deploying AI Agents In The Enterprise,ok,교육을 받는 상담원 중 30%가 교육 과정이 끝나기도 전에 퇴사합니다.,transcripts/2026-08-03/Deploying_AI_Agents_In_The_Enterprise__cKGyiwsm66I.md
47,B,Cresta,Deploying AI Agents In The Enterprise,ok,"기업이 자체 CRM을 구축하는 것이 경제적이지 않은 것처럼, AI 에이전트를 직접 개발하는 것도 사실상 경제적이지 않습니다.",transcripts/2026-08-03/Deploying_AI_Agents_In_The_Enterprise__cKGyiwsm66I.md
48,B,Databricks,"Ali Ghodsi, Co-founder and CEO, Databricks kicks off Data + AI Summit 2026",ok,그래서 AGI는 이미 우리 곁에 있습니다.,"transcripts/channels/Databricks/Ali_Ghodsi,_Co-founder_and_CEO,_Databricks_kicks_off_Data_+___M_rlJXln5KE.md"
48,B,Databricks,"Ali Ghodsi, Co-founder and CEO, Databricks kicks off Data + AI Summit 2026",ok,"AI는 지능에 문제가 있는 것이 아니라, 맥락에 문제가 있는 것입니다.","transcripts/channels/Databricks/Ali_Ghodsi,_Co-founder_and_CEO,_Databricks_kicks_off_Data_+___M_rlJXln5KE.md"
48,B,Databricks,"Ali Ghodsi, Co-founder and CEO, Databricks kicks off Data + AI Summit 2026",ok,우버 CEO는 한 분기 만에 연간 AI 예산을 모두 소진했다고 밝혔습니다,"transcripts/channels/Databricks/Ali_Ghodsi,_Co-founder_and_CEO,_Databricks_kicks_off_Data_+___M_rlJXln5KE.md"
48,B,Databricks,"Ali Ghodsi, Co-founder and CEO, Databricks kicks off Data + AI Summit 2026",ok,최첨단 모델의 수명이 1개월밖에 되지 않기 때문입니다.,"transcripts/channels/Databricks/Ali_Ghodsi,_Co-founder_and_CEO,_Databricks_kicks_off_Data_+___M_rlJXln5KE.md"
49,B,Databricks,"Unscripted: How Banks & Insurers Grow with Data, AI Agents and Open Ecosystems",ok,AI를 어떤 규모로든 도입하고 있는 기업은 10%에 불과하며,"transcripts/channels/Databricks/Unscripted_How_Banks_&_Insurers_Grow_with_Data,_AI_Agents_an__Vy5oNJgPdyQ.md"
49,B,Databricks,"Unscripted: How Banks & Insurers Grow with Data, AI Agents and Open Ecosystems",ok,"신규 예금은 10% 증가했고, 다양한 금융 상품을 이용하는 가구는 20% 증가했습니다.","transcripts/channels/Databricks/Unscripted_How_Banks_&_Insurers_Grow_with_Data,_AI_Agents_an__Vy5oNJgPdyQ.md"
49,B,Databricks,"Unscripted: How Banks & Insurers Grow with Data, AI Agents and Open Ecosystems",ok,우리는 우리가 모르는 것을 모른다.,"transcripts/channels/Databricks/Unscripted_How_Banks_&_Insurers_Grow_with_Data,_AI_Agents_an__Vy5oNJgPdyQ.md"
49,B,Databricks,"Unscripted: How Banks & Insurers Grow with Data, AI Agents and Open Ecosystems",ok,업계 연구에 따르면,"transcripts/channels/Databricks/Unscripted_How_Banks_&_Insurers_Grow_with_Data,_AI_Agents_an__Vy5oNJgPdyQ.md"
50,B,Google Cloud Tech,Beyond the hype: Orchestrating end-to-end developer workflows with agents,ok,실제로 가트너에 따르면 2030년까지 AI 기반 개발 플랫폼 덕분에 조직의 80%가 대규모 소프트웨어 엔지니어링 팀을 AI로 강화된 더 작고 민첩한 팀으로 전환할 것이라고 합니다.,transcripts/channels/Google_Cloud_Tech/Beyond_the_hype_Orchestrating_end-to-end_developer_workflows__t6jH_GPFqgs.md
50,B,Google Cloud Tech,Beyond the hype: Orchestrating end-to-end developer workflows with agents,ok,"소프트웨어 측면에서 보면, 이는 엄격한 규제 환경 에서 수백만 줄에 달하는 레거시 코드를 관리한다는 의미입니다",transcripts/channels/Google_Cloud_Tech/Beyond_the_hype_Orchestrating_end-to-end_developer_workflows__t6jH_GPFqgs.md
50,B,Google Cloud Tech,Beyond the hype: Orchestrating end-to-end developer workflows with agents,ok,작년에 우리는 대규모 그룹에서 벗어나 4~5명으로 구성된 작고 집중도 높은 팀을 만들었습니다.,transcripts/channels/Google_Cloud_Tech/Beyond_the_hype_Orchestrating_end-to-end_developer_workflows__t6jH_GPFqgs.md
50,B,Google Cloud Tech,Beyond the hype: Orchestrating end-to-end developer workflows with agents,ok,우리는 다른 부서에서 통합 지점을 검증할 때까지 팀 간 긴 티켓 대기열에서 기다릴 필요가 없었습니다.,transcripts/channels/Google_Cloud_Tech/Beyond_the_hype_Orchestrating_end-to-end_developer_workflows__t6jH_GPFqgs.md
51,B,Google Cloud Tech,Building enterprise-grade AI agents: How enterprises scale business with Agentic AI on Google Cloud,ok,"believe it or not, AI is not an outcome. It's an enabler, right?",transcripts/channels/Google_Cloud_Tech/Building_enterprise-grade_AI_agents_How_enterprises_scale_bu__3vf9eL-LKUY.md
51,B,Google Cloud Tech,Building enterprise-grade AI agents: How enterprises scale business with Agentic AI on Google Cloud,ok,we actually have an uh process called our architecture review board where every use case goes through,transcripts/channels/Google_Cloud_Tech/Building_enterprise-grade_AI_agents_How_enterprises_scale_bu__3vf9eL-LKUY.md
51,B,Google Cloud Tech,Building enterprise-grade AI agents: How enterprises scale business with Agentic AI on Google Cloud,ok,"we're saving just over 200,000 hours human hours a year validating all of our promos every day",transcripts/channels/Google_Cloud_Tech/Building_enterprise-grade_AI_agents_How_enterprises_scale_bu__3vf9eL-LKUY.md
52,B,Hugging Face,The Power of Open Source: Building Giants in the Open,ok,저희는 초창기부터 GitHub 스타 수가 엄청나게 증가했습니다.,transcripts/channels/Hugging_Face/The_Power_of_Open_Source_Building_Giants_in_the_Open__aNCLqvTCxeg.md
52,B,Hugging Face,The Power of Open Source: Building Giants in the Open,ok,데이터 전략 없이는 AI 전략이 없다는 것입니다.,transcripts/channels/Hugging_Face/The_Power_of_Open_Source_Building_Giants_in_the_Open__aNCLqvTCxeg.md
52,B,Hugging Face,The Power of Open Source: Building Giants in the Open,ok,소프트웨어 보급 확산에 도움이 되는 자료는 오픈소스여야 한다고 생각합니다,transcripts/channels/Hugging_Face/The_Power_of_Open_Source_Building_Giants_in_the_Open__aNCLqvTCxeg.md
52,B,Hugging Face,The Power of Open Source: Building Giants in the Open,ok,오픈 소스는 독점 모델을 가진 회사들이 정직하게 운영되도록 하는 데 엄청난 역할을 하고 있다는 점입니다.,transcripts/channels/Hugging_Face/The_Power_of_Open_Source_Building_Giants_in_the_Open__aNCLqvTCxeg.md
53,B,Intel,AI That Moves the World keynote | Intel,ok,"지난 10년간 당사의 업스트림 기여도는 AMD, 퀄컴, 엔비디아를 합친 것보다 더 커졌습니다.",transcripts/channels/Intel/AI_That_Moves_the_World_keynote_Intel__JzZQTYCuxkM.md
53,B,Intel,AI That Moves the World keynote | Intel,ok,우리는 이미 40개 파트너사를 통해 80개 이상의 솔루션을 확보하고 있습니다,transcripts/channels/Intel/AI_That_Moves_the_World_keynote_Intel__JzZQTYCuxkM.md
53,B,Intel,AI That Moves the World keynote | Intel,ok,오늘날 산업 환경에서는 성능 저하 없이 타협 없는 신뢰성이 요구됩니다,transcripts/channels/Intel/AI_That_Moves_the_World_keynote_Intel__JzZQTYCuxkM.md
53,B,Intel,AI That Moves the World keynote | Intel,ok,저는 속은 인텔이고 감정적으로는 100% 오버클럭된 상태입니다.,transcripts/channels/Intel/AI_That_Moves_the_World_keynote_Intel__JzZQTYCuxkM.md
54,B,Intel,"AI’s Next Frontier: Human Collaboration, Data Strategy, and Scale | Intel",ok,수년 동안 모든 사람들은 디지털 전환을 위해서는 데이터 환경을 제대로 정비하는 것이 매우 중요하다는 것을 알고 있었습니다,"transcripts/channels/Intel/AI’s_Next_Frontier_Human_Collaboration,_Data_Strategy,_and_S__hFTRv3Va5IE.md"
54,B,Intel,"AI’s Next Frontier: Human Collaboration, Data Strategy, and Scale | Intel",ok,데이터는 제품처럼 관리해야 하는 살아있는 전략적 자산입니다.,"transcripts/channels/Intel/AI’s_Next_Frontier_Human_Collaboration,_Data_Strategy,_and_S__hFTRv3Va5IE.md"
54,B,Intel,"AI’s Next Frontier: Human Collaboration, Data Strategy, and Scale | Intel",ok,그들이 자신들의 비즈니스 프로세스가 바로 데이터 공장이라는 사실을 알았으면 좋겠습니다.,"transcripts/channels/Intel/AI’s_Next_Frontier_Human_Collaboration,_Data_Strategy,_and_S__hFTRv3Va5IE.md"
54,B,Intel,"AI’s Next Frontier: Human Collaboration, Data Strategy, and Scale | Intel",ok,가장 중요한 새로운 역할은 회사가 보유하게 될 중간 관리자급 역할에 있습니다.,"transcripts/channels/Intel/AI’s_Next_Frontier_Human_Collaboration,_Data_Strategy,_and_S__hFTRv3Va5IE.md"
55,B,Intel,Federated Learning: A New Era of Collaboration for Pharma | InTechnology | Intel,ok,"현재 하나의 신약이 시장에 출시되기까지 16년이 소요되며, 투자액은 약 40억 달러에 달합니다.",transcripts/channels/Intel/Federated_Learning_A_New_Era_of_Collaboration_for_Pharma_InT___lhB9Zo915c.md
55,B,Intel,Federated Learning: A New Era of Collaboration for Pharma | InTechnology | Intel,ok,"초기 단계에서는 지적 재산권 문제가, 후기 단계에서는 개인정보 보호 문제로 공유가 어려워지지만, 어쨌든 어떤 데이터도 공유할 수 없습니다.",transcripts/channels/Intel/Federated_Learning_A_New_Era_of_Collaboration_for_Pharma_InT___lhB9Zo915c.md
55,B,Intel,Federated Learning: A New Era of Collaboration for Pharma | InTechnology | Intel,ok,"즉, 데이터를 모델로 옮기는 대신 모델을 데이터로 옮기는 것입니다.",transcripts/channels/Intel/Federated_Learning_A_New_Era_of_Collaboration_for_Pharma_InT___lhB9Zo915c.md
55,B,Intel,Federated Learning: A New Era of Collaboration for Pharma | InTechnology | Intel,ok,우리는 정밀 의학에서 정밀 분자로 나아가야 합니다.,transcripts/channels/Intel/Federated_Learning_A_New_Era_of_Collaboration_for_Pharma_InT___lhB9Zo915c.md
56,B,Intel,Graph Technology Meets GenAI: A Neo4j Perspective | Intel,ok,예전에는 며칠씩 걸리던 일을 이제는 4분도 안 걸려서 해낸다.,transcripts/channels/Intel/Graph_Technology_Meets_GenAI_A_Neo4j_Perspective_Intel__7pdMtkezuVI.md
56,B,Intel,Graph Technology Meets GenAI: A Neo4j Perspective | Intel,ok,"그들은 지식 그래프와 AI, 즉 에이전트형 AI를 기반으로 하는 새로운 애플리케이션, 즉 우리가 '최신 지능형 앱'이라고 부르는 앱을 개발하는 것만으로 1,200개의 앱을 없앴습니다.",transcripts/channels/Intel/Graph_Technology_Meets_GenAI_A_Neo4j_Perspective_Intel__7pdMtkezuVI.md
56,B,Intel,Graph Technology Meets GenAI: A Neo4j Perspective | Intel,ok,호기심에서 절박함으로 바뀌었죠.,transcripts/channels/Intel/Graph_Technology_Meets_GenAI_A_Neo4j_Perspective_Intel__7pdMtkezuVI.md
56,B,Intel,Graph Technology Meets GenAI: A Neo4j Perspective | Intel,ok,지식 그래프를 구축하면 조직 내 사일로가 허물어집니다.,transcripts/channels/Intel/Graph_Technology_Meets_GenAI_A_Neo4j_Perspective_Intel__7pdMtkezuVI.md
57,B,Intel,Inside the AI-Powered Workplace: How Intel Sees the Future of PCs and Workstations | Intel,ok,이제 단순히 속도만 중요한 게 아닙니다.,transcripts/channels/Intel/Inside_the_AI-Powered_Workplace_How_Intel_Sees_the_Future_of__F-_ZQo52sTQ.md
57,B,Intel,Inside the AI-Powered Workplace: How Intel Sees the Future of PCs and Workstations | Intel,ok,직원들이 반복적인 업무보다는 더 가치 있는 전략적 업무에 집중할 수 있도록 해줍니다,transcripts/channels/Intel/Inside_the_AI-Powered_Workplace_How_Intel_Sees_the_Future_of__F-_ZQo52sTQ.md
57,B,Intel,Inside the AI-Powered Workplace: How Intel Sees the Future of PCs and Workstations | Intel,ok,AI 기반 기기가 많아질수록 취약점도 함께 증가할 것입니다.,transcripts/channels/Intel/Inside_the_AI-Powered_Workplace_How_Intel_Sees_the_Future_of__F-_ZQo52sTQ.md
57,B,Intel,Inside the AI-Powered Workplace: How Intel Sees the Future of PCs and Workstations | Intel,ok,성과 중심에서 벗어나 AI 기반의 확장 가능한 협업 인프라를 강조하는 플랫폼 중심 전략으로 초점을 옮겨야 한다,transcripts/channels/Intel/Inside_the_AI-Powered_Workplace_How_Intel_Sees_the_Future_of__F-_ZQo52sTQ.md
57,B,Intel,Inside the AI-Powered Workplace: How Intel Sees the Future of PCs and Workstations | Intel,ok,"성공 여부는 안전한 AI, 윤리적 거버넌스, 그리고 앞으로 닥칠 도전에 대비할 수 있는 인력에 대한 투자에 달려 있습니다.",transcripts/channels/Intel/Inside_the_AI-Powered_Workplace_How_Intel_Sees_the_Future_of__F-_ZQo52sTQ.md
58,B,Intel,Intel’s Whole Vehicle Advantage to SDV | Intel,ok,software defined is a mindset it's an architectural philosophy,transcripts/channels/Intel/Intel’s_Whole_Vehicle_Advantage_to_SDV_Intel__qmIFB8MC7bM.md
58,B,Intel,Intel’s Whole Vehicle Advantage to SDV | Intel,ok,an immediate $40 to $70 bomb savings per vehicle,transcripts/channels/Intel/Intel’s_Whole_Vehicle_Advantage_to_SDV_Intel__qmIFB8MC7bM.md
58,B,Intel,Intel’s Whole Vehicle Advantage to SDV | Intel,ok,80% reduction in ecus 60% reduction wiring harness length,transcripts/channels/Intel/Intel’s_Whole_Vehicle_Advantage_to_SDV_Intel__qmIFB8MC7bM.md
58,B,Intel,Intel’s Whole Vehicle Advantage to SDV | Intel,ok,data center expertise in virtualization and or orchestration and containers,transcripts/channels/Intel/Intel’s_Whole_Vehicle_Advantage_to_SDV_Intel__qmIFB8MC7bM.md
58,B,Intel,Intel’s Whole Vehicle Advantage to SDV | Intel,ok,we don't believe that it makes sense for STV architecture to be wholly proprietary,transcripts/channels/Intel/Intel’s_Whole_Vehicle_Advantage_to_SDV_Intel__qmIFB8MC7bM.md
59,B,Intel,Personalized Marketing: How Movable Ink Delivers with AI and Automation | InTechnology | Intel,ok,오늘날 여러분이 받는 이메일은 대부분 4~6개월 전에 기획되었을 가능성이 높으며,transcripts/channels/Intel/Personalized_Marketing_How_Movable_Ink_Delivers_with_AI_and___22EBTikBULk.md
59,B,Intel,Personalized Marketing: How Movable Ink Delivers with AI and Automation | InTechnology | Intel,ok,저희와 함께하는 평균 고객은 매출과 전환율이 20% 이상 향상되는 것을 경험합니다.,transcripts/channels/Intel/Personalized_Marketing_How_Movable_Ink_Delivers_with_AI_and___22EBTikBULk.md
59,B,Intel,Personalized Marketing: How Movable Ink Delivers with AI and Automation | InTechnology | Intel,ok,"빅토리아 시크릿은 Da Vinci를 도입하여 고객 여정의 흐름을 파악하고, 단 몇 주 만에 개인화 효과를 보기 시작했습니다.",transcripts/channels/Intel/Personalized_Marketing_How_Movable_Ink_Delivers_with_AI_and___22EBTikBULk.md
59,B,Intel,Personalized Marketing: How Movable Ink Delivers with AI and Automation | InTechnology | Intel,ok,저희 소프트웨어에는 신뢰 계층이 있습니다.,transcripts/channels/Intel/Personalized_Marketing_How_Movable_Ink_Delivers_with_AI_and___22EBTikBULk.md
59,B,Intel,Personalized Marketing: How Movable Ink Delivers with AI and Automation | InTechnology | Intel,ok,많은 기업들이 자사 제품에 GPT를 접목시키고는 하룻밤 사이에 AI 기업이 되었다고 주장하지만,transcripts/channels/Intel/Personalized_Marketing_How_Movable_Ink_Delivers_with_AI_and___22EBTikBULk.md
60,B,Kore.ai,Agentic AI Adoption Secrets You Need to Know Now,ok,"관찰하고, 계획하고, 실행하라.",transcripts/2026-07-26/Agentic_AI_Adoption_Secrets_You_Need_to_Know_Now__-0V6XUskt-k.md
60,B,Kore.ai,Agentic AI Adoption Secrets You Need to Know Now,ok,스웨드뱅크는 자금세탁 방지 분야에서 생성적 적대 신경망(GAN)을 유사하게 활용하여 연간 1억 5천만 달러를 절감하고 있습니다.,transcripts/2026-07-26/Agentic_AI_Adoption_Secrets_You_Need_to_Know_Now__-0V6XUskt-k.md
60,B,Kore.ai,Agentic AI Adoption Secrets You Need to Know Now,ok,규모 면에서 그 가치를 실현하는 기업은 약 25%에 불과합니다,transcripts/2026-07-26/Agentic_AI_Adoption_Secrets_You_Need_to_Know_Now__-0V6XUskt-k.md
60,B,Kore.ai,Agentic AI Adoption Secrets You Need to Know Now,ok,생산성을 높여줄 도구를 만들려고 애쓰다 보니 오히려 생산성이 떨어지고 있습니다.,transcripts/2026-07-26/Agentic_AI_Adoption_Secrets_You_Need_to_Know_Now__-0V6XUskt-k.md
60,B,Kore.ai,Agentic AI Adoption Secrets You Need to Know Now,ok,"역설적이게도 기업이 AI를 확장하는 데 도움이 되는 것은 거버넌스이지, 오히려 AI 확장을 방해하는 요소가 아니라는 점",transcripts/2026-07-26/Agentic_AI_Adoption_Secrets_You_Need_to_Know_Now__-0V6XUskt-k.md
