evidence_scope,tier,case_role,focal_firm,speaker,date,month,channel,title,source,lang,words,stance,cells_filled,demand_hits,supply_hits,value_sents,metric_sents,ai_linked_sents,mentions,url,file,n_tech_cur,prov_tech_cur,q_tech_cur,n_tech_fut,prov_tech_fut,q_tech_fut,n_tech_unspec,n_act_cur,prov_act_cur,q_act_cur,n_act_fut,prov_act_fut,q_act_fut,n_act_unspec,n_bnd_cur,prov_bnd_cur,q_bnd_cur,n_bnd_fut,prov_bnd_fut,q_bnd_fut,n_bnd_unspec,n_goal_cur,prov_goal_cur,q_goal_cur,n_goal_fut,prov_goal_fut,q_goal_fut,n_goal_unspec,usable,usable_reason,fit
full,C,vendor_selfpromo,Intel,Intel,2025-11-05,2025-11,Intel,"Open Source, Talent, and Community: The Layers of Miami AI | Intel",channel,ko,2300,neutral,5,2,2,1,1,52,Intel(4),https://www.youtube.com/watch?v=wZrOhvSNYwY,"transcripts/channels/Intel/Open_Source,_Talent,_and_Community_The_Layers_of_Miami_AI_In__wZrOhvSNYwY.md",2,2,그래서 지금 우리는 많은 에이전트 프레임워크 개발자들이 에이전트 프레임워크의 표면적인 부분만 탐색하고 있는 것을 볼 수 있습니다.,0,0,,11,0,0,,0,0,,2,4,3,플로리다에 AI 생태계를 구축하는 것은 흥미롭지만 복잡한 도전 과제처럼 들립니다.,1,1,"그리고 이건 저희가 이 파트너십을 통해 진행할 여러 가지 일 중 하나일 뿐이고, 앞으로 많은 새로운 AI 관련 프로젝트를 시작할 예정인데, 마이애미 AI 서밋도 그중 하나입니다.",3,5,4,우리는 마이애미를 세계적인 AI 허브로 만들겠다는 동일한 목표를 공유하고 있습니다 .,1,1,"그러니까 제 가장 큰 목표는 플로리다를 AI 허브로 만드는 건데, 마이애미의 특성을 반영해서 책임감 있는 방식으로 만드는 거예요.",6,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),12
full,C,vendor_selfpromo,McKinsey,McKinsey,2026-05-07,2026-05,McKinsey & Company,Rewiring for AI: From Ambition to Advantage,channel,ko,2746,anti_washing,4,2,0,5,3,27,McKinsey(6),https://www.youtube.com/watch?v=E7KxzkK2lYA,transcripts/channels/McKinsey_&_Company/Rewiring_for_AI_From_Ambition_to_Advantage__E7KxzkK2lYA.md,1,1,에이전트 맥락에서 지금 새로운 점은 무엇인가요 ?,4,3,"그들은 이후 생성형 AI에 관심을 돌리고, 광석을 암석에서 추출하는 최종 화학 공정인 침출이라는 사업 영역에 접근하여 상당한 추가 가치를 창출했습니다.",8,1,1,"음, 전략에서 첫 번째는 바로 엔드투엔드 워크플로우입니다.",5,4,"음, 그리고 기술적인 측면에서 보면, 아시다시피 20배 향상된 개발 생산성, 즉 1월에 출시된 클라우드 코드와 같은 기술 덕분에 코드를 작성하는 방식이 근본적으로 바뀌었다는 점이 정말 놀랍습니다.",5,0,0,,0,0,,1,0,0,,0,0,,1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),12
full,C,vendor_selfpromo,Meta,Meta,2026-04-17,2026-04,Meta Developers,VR 201: Essential Tools to Power Your Quest Development,channel,ko,5438,neutral,5,2,12,1,1,27,Meta(20); Microsoft(1),https://www.youtube.com/watch?v=rVvqfcD3jmg,transcripts/channels/Meta_Developers/VR_201_Essential_Tools_to_Power_Your_Quest_Development__rVvqfcD3jmg.md,4,3,"그래서 10분도 안 되는 시간에 음성-텍스트 변환, 이미지 감지, LLM 기능을 갖춘 애플리케이션을 설정하고 사용할 수 있습니다.",0,0,,5,2,2,지금은 인공지능의 힘을 활용하여 개발 워크플로우를 획기적으로 개선하고 창의성과 생산성을 새로운 차원으로 끌어올릴 수 있는 매우 흥미로운 시기입니다 .,2,2,알렉스는 AI를 활용하여 워크플로우를 한층 강화하는 방법에 대해 자세히 설명해 줄 예정입니다.,2,1,1,"또한 저희는 Meta XR Unity AI Gateway 확장 프로그램을 개발했는데, 이는 GitHub에 있는 오픈 소스 저장소로, 여러분의 VR 경험에 맞춘 특정 도구들을 추가했습니다.",0,0,,0,1,1,"그러니 저희 AI 로드맵과 현재 진행 중인 작업에 정말 관심이 있으시다면 , 해당 녹화 영상을 시청하시는 것을 추천합니다.",0,0,,2,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),12
full,C,vendor_selfpromo,Microsoft,Microsoft,2026-04-22,2026-04,Microsoft Azure,Voice of the MVP - Oracle AI Database@Azure,channel,ko,5160,neutral,5,5,3,0,1,12,Oracle(86); Microsoft(29); Google(1); AWS(1),https://www.youtube.com/watch?v=-ZQx_b2lUCU,transcripts/channels/Microsoft_Azure/Voice_of_the_MVP_-_Oracle_AI_Database@Azure__-ZQx_b2lUCU.md,0,0,,3,3,"그리고 이 모든 에이전트들과 접촉해서 문제를 해결해야 하잖아요, 그렇죠?",1,0,0,,1,1,Copilot을 사용하여 정보를 얻거나 Microsoft Fabric을 사용하여 데이터에 접근하고 더 자세한 인사이트를 도출하는 방법은 무엇인가요?,0,1,1,"다행히도, 오라클 ACE 커뮤니티 덕분에 오라클 내부는 물론 외부의 전문가들과도 매우 좋은 관계를 구축할 수 있었습니다.",0,0,,0,1,1,"그리고 주된 목표는 오라클의 최신 지식과 최고의 기술을 인도 커뮤니티 에 전달하는 것이며, 특히 요즘은 멀티 클라우드에 대한 관심이 더욱 높아지고 있죠.",1,1,"그래서, 그 분야가 제가 앞으로, 그러니까 아마 2026년쯤에 집중할 분야입니다 .",0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),12
full,C,vendor_selfpromo,Mistral AI,Mistral AI,2026-07-02,2026-07,Mistral AI,Luxembourg's sovereign AI playbook for Europe | AI Now Summit 2026,channel,ko,2807,anti_washing,5,2,0,0,2,21,Mistral AI(3); Microsoft(2),https://www.youtube.com/watch?v=0lqZpQZLGKs,transcripts/channels/Mistral_AI/Luxembourg's_sovereign_AI_playbook_for_Europe_AI_Now_Summit___0lqZpQZLGKs.md,2,2,"오늘은 룩셈부르크가 미스트랄(Mistral)을 통해 어떻게 자체적인 AI 시스템을 구축하고 있는지, 그리고 이 시스템이 어떤 모습인지, 20개 부처와 150개 행정기관으로 구성된 60만 명 이상의 시민에게 서비스를 제공하는 정부 전체에 걸쳐 이를 운영하고 확장하는 데 필요한 기본 요건에 대해 논의해 보겠습니다.",1,1,"그리고 저는 모든 공무원들이 ""여기 제 AI 에이전트가 있습니다.",7,1,1,"물론 모델뿐만 아니라, Lucha AI Studio 소프트웨어나 저희가 사용하는 도구, 특히 Mistral 워크플로우도 온 프레미스에서 완벽하게 배포 가능합니다.",1,1,"어, 제가 AI를 이용해 상당 부분 처리할 수 있는 워크플로가 있습니다.",0,0,0,,0,0,,1,1,1,"네, 저는 당신이 비전을 현실로 구현해낸 방식에 정말 감탄했습니다.",0,0,,3,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),12
full,C,vendor_selfpromo,Salesforce,Salesforce,2026-02-18,2026-02,Salesforce,How to Use Agentforce with MuleSoft: Architecture Guide,channel,ko,1410,washing,5,3,3,1,0,31,Salesforce(11),https://www.youtube.com/watch?v=ziOCvEfatRY,transcripts/channels/Salesforce/How_to_Use_Agentforce_with_MuleSoft_Architecture_Guide__ziOCvEfatRY.md,8,4,이제 에이전트들은 동일한 자산을 재사용할 수 있습니다.,9,4,"앞으로 인간은 에이전트와 긴밀히 협력하게 될 것이며, 에이전트는 인간의 생산성을 향상시켜 기업이 일상적인 업무나 반복적인 활동에 시간을 낭비하는 대신 혁신과 미래 제품 개발에 더욱 집중할 수 있도록 지원할 것입니다.",15,1,1,"이를 통해 상담원 여정의 모든 생애주기 동안 오케스트레이션, 시각화 및 활용이 가능합니다 .",5,4,상담원이 세션에서 제 직원 번호를 가져올 수 있으므로 이제 즉시 조치를 취할 것입니다.,7,0,0,,0,0,,1,0,0,,1,1,"앞으로 인간은 에이전트와 긴밀히 협력하게 될 것이며, 에이전트는 인간의 생산성을 향상시켜 기업이 일상적인 업무나 반복적인 활동에 시간을 낭비하는 대신 혁신과 미래 제품 개발에 더욱 집중할 수 있도록 지원할 것입니다.",2,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),12
full,C,vendor_selfpromo,Zapier,Zapier,2025-09-26,2025-09,Zapier,How Zapier Runs AI Hack Week | Real Examples of AI Transformation at Work,channel,en,10927,anti_washing,5,2,17,1,1,96,Microsoft(48); Zapier(45); Slack(19); Google(11); LinkedIn(2),https://www.youtube.com/watch?v=e1pk34c3oYU,transcripts/channels/Zapier/How_Zapier_Runs_AI_Hack_Week_Real_Examples_of_AI_Transformat__e1pk34c3oYU.md,7,4,"Um, so Sarah built um a system with a couple different zaps and agents um that basically automates uh the renewal process a bit more across HubSpot and Looker um and basically keeps the CRM up to date.",9,4,It's making a call on what type of renewal the agent thinks it should be and giving an analysis and a handoff draft email.,24,0,0,,4,3,I'm going to say events marketing.,8,0,0,,0,0,,2,1,1,um to uh basically find good opportunities that then they can prioritize for themselves and they can add as recommendations to the business um and reasons why.,5,4,"But really these two things lead us to what I think is really important which is permission and encouragement to fail, win, and learn using AI.",4,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),12
full,C,vendor_selfpromo,AMD,AMD,2026-03-18,2026-03,AMD,AI in Chip Design: S3E1,channel,en,5200,anti_washing,4,0,1,6,1,59,AMD(22); Microsoft(14); Siemens(3); Amazon(1),https://www.youtube.com/watch?v=fj1iRitQL4s,transcripts/channels/AMD/AI_in_Chip_Design_S3E1__fj1iRitQL4s.md,16,4,"Can AI and agentic AI flows really have an impact on, on productivity.",3,3,"For this opening episode, season three, it should be no surprise that I picked a topic that's simply moving at light speed across the technology industry, and that's the applications of agentic AI.",20,0,0,,2,2,"Transforming chip design from verification, physical design, workflows that can accelerate cycles, getting product to market faster, and yet improve quality along the way.",6,1,1,"The infrastructure ecosystem is, is, is, uh, uh, software developers, our, uh, AMD data, uh, the knowledge base, all, all of this has to come together, and yet, you as you said, the complexity is going up.",0,0,,0,0,0,,0,0,,1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,Apple,Apple,2026-06-08,2026-06,Apple Developer,WWDC26: Bring an LLM provider to the Foundation Models framework | Apple,channel,ko,2210,anti_washing,5,1,2,1,0,5,Apple(2); Microsoft(1),https://www.youtube.com/watch?v=u06ZVpSl0J4,transcripts/channels/Apple_Developer/WWDC26_Bring_an_LLM_provider_to_the_Foundation_Models_framew__u06ZVpSl0J4.md,1,1,"Foundation Models는 여섯 가지 항목 타입을 정의합니다 모델은 자체 역할을 정의합니다 Executor의 역할은 둘 사이를 매핑하는 것입니다 모델의 형태가 어떻든 상관없이요 이 예에서 instructions, prompt, response는 system, user, assistant로 매핑됩니다 여기서 tool call, tool output 그리고 reasoning 모두 assistant로 매핑됩니다 모델이 자신의 턴에 한 작업의 일부이기 때문입니다…",2,2,저는 Christopher Webb이고 Machine Learning Research 팀의 엔지니어입니다 Foundation Models 프레임워크의 새로운 활용 방법을 소개해 드리게 되어 기쁩니다 이전에 Foundation Models 프레임워크를 소개해 드렸는데요 Apple의 온디바이스 언어 모델에 접근할 수 있도록 해주는 것이었습니다 이제 거의 모든 LLM과 함께 동작하도록 프레임워크를 개방합니다 로컬이든 서버 기반이든요 이를 통해 대기업부터 개인 개발자까…,0,0,0,,1,1,저는 Christopher Webb이고 Machine Learning Research 팀의 엔지니어입니다 Foundation Models 프레임워크의 새로운 활용 방법을 소개해 드리게 되어 기쁩니다 이전에 Foundation Models 프레임워크를 소개해 드렸는데요 Apple의 온디바이스 언어 모델에 접근할 수 있도록 해주는 것이었습니다 이제 거의 모든 LLM과 함께 동작하도록 프레임워크를 개방합니다 로컬이든 서버 기반이든요 이를 통해 대기업부터 개인 개발자까…,0,0,0,,2,2,저는 Christopher Webb이고 Machine Learning Research 팀의 엔지니어입니다 Foundation Models 프레임워크의 새로운 활용 방법을 소개해 드리게 되어 기쁩니다 이전에 Foundation Models 프레임워크를 소개해 드렸는데요 Apple의 온디바이스 언어 모델에 접근할 수 있도록 해주는 것이었습니다 이제 거의 모든 LLM과 함께 동작하도록 프레임워크를 개방합니다 로컬이든 서버 기반이든요 이를 통해 대기업부터 개인 개발자까…,0,0,0,,1,1,방법을 보여드리겠습니다 프레임워크에 모델을 가져오는 네 가지 단계가 있습니다 패키징부터 시작하겠습니다 잘 만들어진 Swift 패키지는 개발자들이 쉽게 시작할 수 있게 합니다 다음으로 프로토콜을 구현합니다 모델을 설명하는 타입을 정의하고 이를 실행하는 Executor를 정의합니다 그다음 서버 기반 모델의 인증 구현 방법과 모범 사례를 알아보겠습니다 마지막으로 커스터마이징입니다 필요에 맞게 프로토콜의 구성 요소를 조정해야 한다면 그렇게 할 수 있습니다 응답 메타데이…,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,Arm,Arm,2025-10-22,2025-10,Arm,Ashwini Vaishnaw: On India’s path to “Tech Powerhouse”,channel,ko,3253,neutral,5,2,0,1,0,24,Microsoft(1); Intel(1); Arm(1),https://www.youtube.com/watch?v=dmU0LX5aI-0,transcripts/channels/Arm/Ashwini_Vaishnaw_On_India’s_path_to_“Tech_Powerhouse”__dmU0LX5aI-0.md,1,1,"하나는 전자 및 IT 분야로, 기본적으로 제조, 솔루션 개발, 디지털 공공 인프라 구축, 그리고 국내 반도체 생태계 조성에 중점을 두고 있습니다.",0,0,,1,1,1,"하나는 전자 및 IT 분야로, 기본적으로 제조, 솔루션 개발, 디지털 공공 인프라 구축, 그리고 국내 반도체 생태계 조성에 중점을 두고 있습니다.",1,1,"ARM을 비롯한 모든 반도체 회사에서 AI 덕분에 생산성이 향상되고 있다는 것은 분명하지만, 특히 세계에서 가장 복잡한 칩들을 설계하는 데 필요한 숙련된 엔지니어는 여전히 많이 필요합니다.",0,1,1,"하나는 전자 및 IT 분야로, 기본적으로 제조, 솔루션 개발, 디지털 공공 인프라 구축, 그리고 국내 반도체 생태계 조성에 중점을 두고 있습니다.",0,0,,0,1,1,"또 하나는 AI 분야로, AI 미션을 수행하고 있습니다.",0,0,,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,Cohere,Cohere,2026-04-24,2026-04,Cohere,Jiafei Duan  - Building Robotics Foundation Model with Reasoning in the loop,channel,ko,7365,anti_washing,5,0,6,1,0,23,Microsoft(9); NVIDIA(3); Google(2); Nestlé(1); Toyota(1),https://www.youtube.com/watch?v=ZB5IAlFvt1c,transcripts/channels/Cohere/Jiafei_Duan_-_Building_Robotics_Foundation_Model_with_Reason__ZB5IAlFvt1c.md,1,1,그리고 이제 Gemini를 통해 최고 보상 기능을 활용하면 특정 작업에 대한 보상 함수를 나타내는 수치를 얻을 수 있습니다.,1,1,이 기술은 컴퓨터 에이전트 및 기타 비전 기반 작업으로까지 확장되었습니다.,7,2,2,"이제 사람들은 이러한 일반적인 계약 작업을 설계할 때 우리의 설계 방식을 따를 수 있다는 점을 고려하고 있으며, 이는 매우 흥미로운 결과입니다.",0,0,,2,0,0,,0,0,,1,1,1,그리고 문제는 로봇 공학이 그 목표를 향해 현재 어디까지 발전했느냐는 것입니다.,2,2,"요약하자면, 제 연구는 데이터 알고리즘과 응용 분야를 아우르며, 현실 세계에 배포 가능한 물리적 지능을 구현하기 위한 단계별 로드맵을 구축하는 데 기여하고 있다고 생각합니다.",1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,Cohere,Cohere,2025-09-19,2025-09,Cohere,Rehana Al Soltane - Education in the Age of AI,channel,ko,4059,neutral,5,4,0,0,0,70,Google(2); Anthropic(1),https://www.youtube.com/watch?v=ibae6o1vsL4,transcripts/channels/Cohere/Rehana_Al_Soltane_-_Education_in_the_Age_of_AI__ibae6o1vsL4.md,2,2,"많은 사람들이 차이 GPT를 AI와 동일시 하지만, 본질적으로 차이 GPT는 데이터를 기반으로 새로운 콘텐츠를 생성하는 생성형 AI 도구일 뿐입니다.",1,1,"만약 성찰하지 않으면 정보는 한 귀로 들어와 한 귀로 나가 버리게 되는데, 생성형 AI 도구 만 사용할 때 바로 그런 일이 벌어집니다.",12,1,1,"그래서 AI 도구들은 의도적으로 인간처럼 말하고 인간처럼 보이도록 설계되었으며, 로봇이나 AI에 대해 구글에서 검색할 때마다 항상 여성처럼 생긴 로봇 이미지가 함께 나오는 것을 보셨을 겁니다 .",0,0,,1,1,1,"저희는 전 세계 20개국 이상, 20개 이상의 파트너 기관과 협력해 왔습니다.",0,0,,1,0,0,,1,1,이를 위해서는 전 세계 각계각층의 사람들이 한자리에 모여 인공지능 기술이 어떻게 여러 공동체에 도움이 될 수 있는지에 대한 생각과 비전을 공유해야 합니다.,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,Databricks,Databricks,2026-06-15,2026-06,Databricks,Introducing Databricks CustomerLake,channel,ko,2999,neutral,5,0,3,1,0,27,Meta(2),https://www.youtube.com/watch?v=lpS01YiHqjU,transcripts/channels/Databricks/Introducing_Databricks_CustomerLake__lpS01YiHqjU.md,7,4,또한 고객이 보유한 머신러닝 모델을 가져와 이 프로세스 및 파이프라인에 기여할 수 있도록 허용합니다.,2,2,이는 에이전트를 새로운 플랫폼의 핵심 인프라 요소로 만드는 것에 관한 것입니다 .,17,1,1,그러니까 이건 고객과 유사한 캠페인 에이전트를 통해 구현되는 대규모 에이전트 중심의 일대일 마케팅입니다.,2,2,"고객 데이터, 고객 상황, 의사 결정 상황, 그리고 상담원 모두가 같은 공간에 있어야 하기 때문에 이는 매우 중요합니다.",6,1,1,"지난 몇 달 동안 이러한 제품들을 출시해 왔으며, 이미 고객 레이크를 구축하고 사용하고 있는 세계 최고의 브랜드들과 파트너십을 맺게 되어 자랑스럽습니다.",0,0,,0,0,0,,0,0,,2,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,ElevenLabs,ElevenLabs,2026-06-07,2026-06,ElevenLabs,"New Models and the Future of Voice AI | Mati Staniszewski, ElevenLabs Summit Warsaw 2026",channel,ko,2843,neutral,5,1,6,0,1,22,Google(1),https://www.youtube.com/watch?v=va9CLYXfAjA,"transcripts/channels/ElevenLabs/New_Models_and_the_Future_of_Voice_AI_Mati_Staniszewski,_Ele__va9CLYXfAjA.md",3,3,유럽 최대 통신사이자 2억 5천만 명이 넘는 모바일 고객을 보유한 도이치텔레콤은 고객 지원 전반에 걸쳐 대화형 에이전트를 구현하기 위해 당사와 협력하기 시작했습니다 .,3,3,"지능형 시스템을 구축할 수는 있지만, 인공지능이 로봇처럼 들리거나 상호 작용 방식이 어색하다면, 그 시스템은 서비스를 제공해야 할 사람들에게 신뢰를 얻거나 널리 채택되지 않을 것입니다.",8,1,1,하지만 이제는 상담원을 네트워크 내부에 내장하여 통화 중에 직접 지원을 요청하거나 실시간 번역을 받을 수 있도록 하고 있습니다 .,1,1,"그럼, 상담원 연결을 진행하겠습니다.",3,0,0,,0,0,,1,0,0,,1,1,우리의 목표는 모든 채널과 방식에서 인간 수준으로 소통하는 AI를 구축하는 것입니다 .,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,Google,Google,2026-06-18,2026-06,Google Cloud Tech,How to build a custom vision agent,channel,ko,616,neutral,5,0,0,1,0,19,Google(5),https://www.youtube.com/watch?v=U1MQ9RZ0wC4,transcripts/channels/Google_Cloud_Tech/How_to_build_a_custom_vision_agent__U1MQ9RZ0wC4.md,11,4,"우리는 기본적인 챗봇을 넘어, 일반 맥 웹캠 프레임을 예술 작품으로 탈바꿈시키고 있습니다.",2,2,이를 통해 에이전트는 이러한 순서를 추론하거나 생각할 수 있습니다 .,5,1,1,이는 구글 제미니 생태계를 활용하여 재미있는 아이디어에서 완벽하게 작동하는 비전 통합 워크플로로 얼마나 빠르게 전환할 수 있는지를 보여줍니다 .,0,0,,2,4,3,"그러니까 우리가 이야기하는 것은 구글 제미니 생태계를 기반으로 하는 실시간 카메라 통합, 이미지 대 이미지 방식의 전송, 그리고 오디오 생성을 포함한 영화 같은 비디오 제작 기능입니다.",0,0,,0,5,4,오늘은 제가 비전 에이전트를 어떻게 구축했는지 보여드리겠습니다.,0,0,,1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,Google,Google,2026-01-16,2026-01,Google Developers,Keras Turns 10: A decade of deep learning,channel,ko,4415,anti_washing,4,3,5,0,6,31,Google(15); Intel(1); GitHub(1),https://www.youtube.com/watch?v=oekqrCFN7MM,transcripts/channels/Google_Developers/Keras_Turns_10_A_decade_of_deep_learning__oekqrCFN7MM.md,15,4,"딥러닝이 등장하기 전, 그러니까 2013년쯤으로 거슬러 올라가면 저는 이미 신경망 코딩을 하고 있었어요.",3,3,"네, 말씀하신 것처럼 배우는 사람들, 앞으로 나올 차세대 머신 러닝 엔지니어, AI 엔지니어, 그리고 앞으로 몇 년 안에 등장할 새로운 직책을 맡을 사람들에게도 아주 좋은 팁입니다.",13,0,0,,0,0,,3,0,0,,0,0,,3,1,1,2018년이나 2019년쯤에는 케라스가 컴퓨터 비전 등 여러 분야에서 가장 많이 사용되는 라이브러리였습니다 .,1,1,"이 버전은 딥러닝의 기초부터 컴퓨터 비전 , 텍스트 모델링, 안정 확산 및 트랜스포머 스타일 모델을 사용한 생성 모델링에 이르기까지 모든 것을 폭넓게 이해하는 데 매우 유용합니다.",0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,Google,Google,2026-05-21,2026-05,Google Developers,Software engineering at the tipping point,channel,en,8517,washing,5,1,4,1,0,44,Microsoft(50); Google(25),https://www.youtube.com/watch?v=2n41YjR5QfU,transcripts/channels/Google_Developers/Software_engineering_at_the_tipping_point__2n41YjR5QfU.md,4,3,"If you didn't, you know, if someone ran that agent out down the the end of its token budget and now you can't roll back, that's probably a bad thing.",15,4,"And if agents are driving a lot of work, that means more compiles.",6,0,0,,0,0,,1,1,1,"Now, it would be nice to build one of these out from from scratch, a greenfield ecosystem, but I would bet none of you have that luxury, right?",1,1,"I want to talk about it will tell us something about the impact of AI on our developer ecosystems, the developer ecosystems you work in every day.",1,0,0,,2,2,"Talk to anyone who's run that strategy, who has hundreds or thousands of little repos, and I can assure you it's just an entirely new set of challenges, none of which AI is going to necessarily make easier for you.",0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,IBM,IBM,2026-05-06,2026-05,IBM Technology,"Claude Security’s public beta, OpenAI’s five-point plan and cybersecurity’s Y2K moment",channel,ko,4181,anti_washing,5,4,6,0,0,46,OpenAI(2); Anthropic(2); AWS(2); IBM(2),https://www.youtube.com/watch?v=EJg67cLfLYo,"transcripts/channels/IBM_Technology/Claude_Security’s_public_beta,_OpenAI’s_five-point_plan_and___EJg67cLfLYo.md",7,4,앤트로픽과 GPT-5.4 사이버가 몇 주 전에 판도를 뒤흔들어 놓았습니다.,1,1,"음, 그러니까 에이전트에 매우 구체적인 역할 기반 액세스 제어를 활성화하기 시작하면, 특정 작업을 수행하고 해당 작업에 대해 이 수준의 액세스 권한을 허용하도록 설정할 수 있습니다.",20,1,1,"그래서 지금처럼 AI를 활용한 자동화에 박차를 가하는 기업들의 경우, 문제가 발생하거나 시스템이 다운될 때 실제로 누가 이 워크플로우를 실행했는지 파악하는 것이 중요해졌습니다.",0,0,,3,2,2,"마지막으로, CrowdStrike는 IBM과 OpenAI를 포함한 생태계 파트너 연합인 '프로젝트 크릴웍스(Project Krillworks)'라는 프로젝트를 발표했습니다.",0,0,,2,1,1,이 프로젝트는 Frontier AI 모델이 현재 발견하고 있는 프로덕션 코드의 수많은 취약점을 조직이 평가하고 우선순위를 정하며 지속적으로 해결할 수 있도록 지원하는 것을 목표로 합니다.,0,0,,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,IBM,IBM,2026-07-17,2026-07,IBM Technology,Thinking Machines Lab drops Inkling & Meta’s Muse Spark 1.1,channel,ko,5217,anti_washing,5,1,5,1,0,27,Meta(7); DeepSeek(3); Google(2); OpenAI(1); Apple(1),https://www.youtube.com/watch?v=8rGYGFmytQs,transcripts/channels/IBM_Technology/Thinking_Machines_Lab_drops_Inkling_&_Meta’s_Muse_Spark_1.1__8rGYGFmytQs.md,1,1,"음, 딥러닝 라이브러리가 있던 시절부터 사람들은 여전히 자신만의 신경망을 구축해 왔고, 이는 이러한 인공지능 기술의 구성 요소가 되었습니다.",3,3,"에이전트들이 채팅이나 멀티 에이전트 오케스트레이션을 하지 않는다는 점이 마음에 드는데, 계획 수립과 위임, 즉 병렬 서브 에이전트를 활용하여 지연 시간을 줄이는 데 중점을 둔 것 같습니다.",7,0,0,,0,0,,1,2,2,"그들은 이러한 기술 발전에 기여했고, 또한 오픈 소스와 독점 소프트웨어 전략을 병행하고 있는데, 최근 이러한 전략들이 점차 발전하고 있는 것을 볼 수 있습니다.",0,0,,1,1,1,"그들은 이러한 기술 발전에 기여했고, 또한 오픈 소스와 독점 소프트웨어 전략을 병행하고 있는데, 최근 이러한 전략들이 점차 발전하고 있는 것을 볼 수 있습니다.",1,1,또한 엔터프라이즈 사용 사례를 목표로 하고 있습니다.,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,McKinsey,McKinsey,2025-12-02,2025-12,McKinsey & Company,Agentic AI: Moving beyond pilots to enterprise impact,channel,ko,3127,neutral,5,3,0,0,0,23,Google(4); AWS(2); Amazon(1),https://www.youtube.com/watch?v=-UVdUqPztMk,transcripts/channels/McKinsey_&_Company/Agentic_AI_Moving_beyond_pilots_to_enterprise_impact__-UVdUqPztMk.md,6,4,"Google Cloud에서 실행되는 에이전트에게 제가 수행하는 작업들을 프로토콜 문서, 즉 수백 페이지에 달하는 사양서와 비교하여 분석하도록 요청하기 때문입니다.",5,4,"음, 저도 AWS 에이전트를 사용할 예정입니다.",3,2,2,그리고 저는 이 기능을 일상 업무에 활용하고 있습니다.,0,0,,2,1,1,저희가 이 소프트웨어를 오픈소스로 공개하는 이유는 기술을 통합하는 소프트웨어 자체가 사람들이 이 소프트웨어를 사용하는 방법론만큼 중요하다고 생각하지 않기 때문입니다.,2,2,"클레멘스는 선임 파트너이자 맥킷 테크놀로지의 글로벌 리더로서, 기술, 미디어, 금융 서비스, 첨단 산업, 사모 펀드 등 다양한 산업 분야에서 디지털 전환을 추진하는 주요 기업들을 지원하고 있습니다.",0,0,0,,0,0,,1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
full,C,vendor_selfpromo,Microsoft,Microsoft,2026-06-04,2026-06,Microsoft,A new vision for agent-first computing: Project Solara | Steven Bathiche at Microsoft Build 2026,channel,en,1100,anti_washing,5,0,2,1,0,25,Microsoft(3); Qualcomm(1),https://www.youtube.com/watch?v=hbnhMKckxTE,transcripts/channels/Microsoft/A_new_vision_for_agent-first_computing_Project_Solara_Steven__hbnhMKckxTE.md,10,4,But the impact of those agents is constrained by how and where they can exist.,3,3,"Copilot, find some good shots from this, clean them up, and then send them to me for me and my team to review.",11,3,3,And then it's adaptable across a variety of verticals and workflows.,0,0,,5,1,1,"First, it's enterprise-ready, enabled by the AOSP-based Microsoft device ecosystem platform.",0,0,,2,1,1,"To realize this vision, two challenges immediately show up.",0,0,,1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),11
