company,date,source,label,case_type,mentions,title,claim,has_metric,score,rank,url,file
Google Developers,2026-07-06,channel,AX,자사/일반,,Create agent skills for on-device generative AI (I/O Connect ‘26),"앞서 언급했듯이, 이는 매우 다양한 하드웨어 환경에서 LLM용 파이프라인을 효율적으로 구축하고 배포할 수 있도록 해주는 프레임워크입니다.",N,2,3,https://www.youtube.com/watch?v=KIp8PAU3oAI,transcripts/channels/Google_Developers/Create_agent_skills_for_on-device_generative_AI_(IO_Connect___KIp8PAU3oAI.md
Google Developers,2026-07-17,channel,AX,자사/일반,,Get started with the Interactions API,이것은 모든 제미니 모델과 에이전트를 위한 통합 인터페이스이기 때문에 매우 흥미롭습니다.,N,2,1,https://www.youtube.com/watch?v=iOK1-b_9Dlg,transcripts/channels/Google_Developers/Get_started_with_the_Interactions_API__iOK1-b_9Dlg.md
Google Developers,2026-07-17,channel,AX,자사/일반,,Get started with the Interactions API,따라서 당사의 코딩 에이전트는 Interactions API를 사용하여 구축할 때 수행해야 할 모든 좋은 작업을 알게 될 것입니다 .,N,2,2,https://www.youtube.com/watch?v=iOK1-b_9Dlg,transcripts/channels/Google_Developers/Get_started_with_the_Interactions_API__iOK1-b_9Dlg.md
IBM Technology,2026-07-14,channel,AX,자사/일반,,"5 AI Myths & The Truth Behind Them: ML, Context, Agents & More","음, 예전에는 대략 맞는 말이었지만, 전체 AI 컴퓨팅에서 추론 비용이 차지하는 비중이 증가하고 있습니다.",N,2,1,https://www.youtube.com/watch?v=OWPRU_Pc4Ng,"transcripts/channels/IBM_Technology/5_AI_Myths_&_The_Truth_Behind_Them_ML,_Context,_Agents_&_Mor__OWPRU_Pc4Ng.md"
IBM Technology,2026-07-20,channel,DX,자사/일반,,6 Ways to Enhance Developer Productivity with AI,"맥켄지는 최고의 AI 활용 소프트웨어 기업들이 생산성에서 16~30%의 향상을, 코드 품질에서는 최대 45%의 향상을 경험하고 있다고 말합니다 .",Y,4,1,https://www.youtube.com/watch?v=9LfJq4xXifg,transcripts/channels/IBM_Technology/6_Ways_to_Enhance_Developer_Productivity_with_AI__9LfJq4xXifg.md
IBM Technology,2026-07-20,channel,DX,자사/일반,,6 Ways to Enhance Developer Productivity with AI,"MER이라는 연구기관의 연구 결과에 따르면, 일부 개발자들은 AI 도구를 사용할 때 오히려 작업 시간이 19% 더 길어졌는데, 이는 AI가 잘못 판단한 부분을 수정하는 데 추가 시간을 소모했기 때문입니다 .",Y,4,2,https://www.youtube.com/watch?v=9LfJq4xXifg,transcripts/channels/IBM_Technology/6_Ways_to_Enhance_Developer_Productivity_with_AI__9LfJq4xXifg.md
IBM Technology,2026-07-20,channel,DX,자사/일반,,6 Ways to Enhance Developer Productivity with AI,2026년에는 개발자들이 AI가 제시하는 제안의 70%를 거부하는 현상도 나타날 것입니다 .,Y,3,3,https://www.youtube.com/watch?v=9LfJq4xXifg,transcripts/channels/IBM_Technology/6_Ways_to_Enhance_Developer_Productivity_with_AI__9LfJq4xXifg.md
IBM Technology,2026-07-15,channel,AX,자사/일반,,"GLM-5.2: The real security risk? Plus: Vibe hunting, the end of CVSS and updates on Lightwell","따라서 갑자기 분류 자동화 시스템을 도입한 이 사람들을 2단계에 배치한다면, 그들에게 AI라는 안전장치를 씌워주고 ""지난 1년간 훈련받은 근육 기억을 활용해 문제를 해결하세요.",Y,3,1,https://www.youtube.com/watch?v=qXGJ7pi-XOo,"transcripts/channels/IBM_Technology/GLM-5.2_The_real_security_risk_Plus_Vibe_hunting,_the_end_of__qXGJ7pi-XOo.md"
IBM Technology,2026-07-15,channel,AX,자사/일반,,"GLM-5.2: The real security risk? Plus: Vibe hunting, the end of CVSS and updates on Lightwell",지난 6주 정도 동안 저희는 주로 Lightwell 엔진을 구축하는 데 집중해 왔습니다.,Y,3,2,https://www.youtube.com/watch?v=qXGJ7pi-XOo,"transcripts/channels/IBM_Technology/GLM-5.2_The_real_security_risk_Plus_Vibe_hunting,_the_end_of__qXGJ7pi-XOo.md"
IBM Technology,2026-07-15,channel,AX,자사/일반,,"GLM-5.2: The real security risk? Plus: Vibe hunting, the end of CVSS and updates on Lightwell",지금은 AI의 도움을 받아 99% 자동화되었습니다 .,Y,3,3,https://www.youtube.com/watch?v=qXGJ7pi-XOo,"transcripts/channels/IBM_Technology/GLM-5.2_The_real_security_risk_Plus_Vibe_hunting,_the_end_of__qXGJ7pi-XOo.md"
IBM Technology,2026-07-12,channel,unclassified,자사/일반,,How to Manage Your AI Before It Makes the Wrong Decision,그다음에는 실행 단계로 넘어가 적절한 제어 기능을 갖춘 AI 시스템을 개발하고 배포합니다.,N,2,1,https://www.youtube.com/watch?v=SVAwzodyFUo,transcripts/channels/IBM_Technology/How_to_Manage_Your_AI_Before_It_Makes_the_Wrong_Decision__SVAwzodyFUo.md
IBM Technology,2026-07-12,channel,unclassified,자사/일반,,How to Manage Your AI Before It Makes the Wrong Decision,그리고 많은 사람들이 이를 AI 관리 시스템이자 인증 표준으로 활용할 것으로 예상합니다 .,N,2,2,https://www.youtube.com/watch?v=SVAwzodyFUo,transcripts/channels/IBM_Technology/How_to_Manage_Your_AI_Before_It_Makes_the_Wrong_Decision__SVAwzodyFUo.md
IBM Technology,2026-07-12,channel,unclassified,자사/일반,,How to Manage Your AI Before It Makes the Wrong Decision,"서로 경쟁하는 것이 아니라, 더 강력한 AI 시스템을 구축하는 데 도움이 되는 상호 보완적인 계층입니다 .",N,2,3,https://www.youtube.com/watch?v=SVAwzodyFUo,transcripts/channels/IBM_Technology/How_to_Manage_Your_AI_Before_It_Makes_the_Wrong_Decision__SVAwzodyFUo.md
IBM Technology,2026-07-17,channel,AX,자사/일반,,Thinking Machines Lab drops Inkling & Meta’s Muse Spark 1.1,"인공지능의 미래는 단순히 가장 큰 모델을 만들어 비공개로 유지하는 것이 아니라, 사람들이 자신의 필요에 맞게 이러한 모델을 맞춤 설정하고, 적용하고, 제어할 수 있도록 하는 데 있을지도 모릅니다.",N,2,1,https://www.youtube.com/watch?v=8rGYGFmytQs,transcripts/channels/IBM_Technology/Thinking_Machines_Lab_drops_Inkling_&_Meta’s_Muse_Spark_1.1__8rGYGFmytQs.md
IBM Technology,2026-07-17,channel,AX,자사/일반,,Thinking Machines Lab drops Inkling & Meta’s Muse Spark 1.1,"에이전트들이 채팅이나 멀티 에이전트 오케스트레이션을 하지 않는다는 점이 마음에 드는데, 계획 수립과 위임, 즉 병렬 서브 에이전트를 활용하여 지연 시간을 줄이는 데 중점을 둔 것 같습니다.",N,2,2,https://www.youtube.com/watch?v=8rGYGFmytQs,transcripts/channels/IBM_Technology/Thinking_Machines_Lab_drops_Inkling_&_Meta’s_Muse_Spark_1.1__8rGYGFmytQs.md
IBM Technology,2026-07-17,channel,AX,자사/일반,,Thinking Machines Lab drops Inkling & Meta’s Muse Spark 1.1,"벤치마크가 가장 스마트한 방식은 아닐 수도 있지만, 에이전트를 구축하는 데 가장 경제적인 방식이라고 생각합니다.",N,2,3,https://www.youtube.com/watch?v=8rGYGFmytQs,transcripts/channels/IBM_Technology/Thinking_Machines_Lab_drops_Inkling_&_Meta’s_Muse_Spark_1.1__8rGYGFmytQs.md
IBM Technology,2026-07-13,channel,AX,자사/일반,,"What is an AI Code Generator? LLM Coding, Productivity, & Risk",주니어 개발자에게 AI 번역기를 제공하는 것은 마치 24시간 내내 이용 가능한 시니어 엔지니어를 붙여주는 것과 같습니다.,Y,4,1,https://www.youtube.com/watch?v=oanQrXEiCy4,"transcripts/channels/IBM_Technology/What_is_an_AI_Code_Generator_LLM_Coding,_Productivity,_&_Ris__oanQrXEiCy4.md"
IBM Technology,2026-07-13,channel,AX,자사/일반,,"What is an AI Code Generator? LLM Coding, Productivity, & Risk",다만 이번에는 논쟁이 해결되기도 전에 개발자의 84%가 이를 채택했습니다 .,Y,3,2,https://www.youtube.com/watch?v=oanQrXEiCy4,"transcripts/channels/IBM_Technology/What_is_an_AI_Code_Generator_LLM_Coding,_Productivity,_&_Ris__oanQrXEiCy4.md"
IBM Technology,2026-07-13,channel,AX,자사/일반,,"What is an AI Code Generator? LLM Coding, Productivity, & Risk",개발자들이 지난 15년 동안 가장 생산적이면서 동시에 가장 불안해하는 이유는 무엇일까요?,Y,3,3,https://www.youtube.com/watch?v=oanQrXEiCy4,"transcripts/channels/IBM_Technology/What_is_an_AI_Code_Generator_LLM_Coding,_Productivity,_&_Ris__oanQrXEiCy4.md"
IBM Technology,2026-07-19,channel,AX,자사/일반,,Why RAG Solutions Fail with Complex Documents & Vector Databases,"그리고 이 모든 것의 의미는, 인공지능 솔루션 개발을 시작하기 전에 그 솔루션의 기반이 되는 데이터, 즉 기본 데이터를 제대로 이해해야 한다는 것입니다.",N,2,1,https://www.youtube.com/watch?v=xc63tFIIfeA,transcripts/channels/IBM_Technology/Why_RAG_Solutions_Fail_with_Complex_Documents_&_Vector_Datab__xc63tFIIfeA.md
IBM Technology,2026-07-16,channel,unclassified,자사/일반,,Why Risk Should Determine Your AI Architecture,"그리고 인공지능 활용 사례가 단순히 결정 내용뿐 아니라 결정이 내려진 이유를 설명하는 등 그러한 격차를 해소하는 데 달려 있다면 , 맥락과 관계를 고려하지 않고 데이터 만 보는 순전히 확률적인 시스템으로는 충분하지 않을 수 있습니다.",N,2,1,https://www.youtube.com/watch?v=3G6AVkp4Rf0,transcripts/channels/IBM_Technology/Why_Risk_Should_Determine_Your_AI_Architecture__3G6AVkp4Rf0.md
IBM Technology,2026-07-16,channel,unclassified,자사/일반,,Why Risk Should Determine Your AI Architecture,현장에서 일하는 간호사가 인공지능을 활용하여 환자 분류 방법을 결정한다고 상상해 보세요.,N,2,2,https://www.youtube.com/watch?v=3G6AVkp4Rf0,transcripts/channels/IBM_Technology/Why_Risk_Should_Determine_Your_AI_Architecture__3G6AVkp4Rf0.md
LG AI Research,2026-07-16,channel,unclassified,자사/일반,,On site of ICML 2026,[음악] LG AI 연구원의 엑사1원 디스커버리 과하게 투화된 파운데이션 모델을 활용해서 [음악] AI 데이터 센터용 액냉강에 활용될 수 있는 소재를 개발하였습니다.,N,2,1,https://www.youtube.com/watch?v=B2p4_0YW_pw,transcripts/channels/LG_AI_Research/On_site_of_ICML_2026__B2p4_0YW_pw.md
LG AI Research,2025-12-04,channel,unclassified,자사/일반,,The Future of AI Through Two Geniuses’ Eyes: Honglak Lee & Sedol Lee (Teaser),We need to build an AI ecosystem well.,N,2,1,https://www.youtube.com/watch?v=0lsODxgFJko,transcripts/channels/LG_AI_Research/The_Future_of_AI_Through_Two_Geniuses’_Eyes_Honglak_Lee_&_Se__0lsODxgFJko.md
LG AI Research,2025-12-09,channel,AX,자사/일반,,Two Geniuses Discuss 'The Future of AI': Honglak Lee & Saedol Lee - Part 1,"Whenever new AI algorithms emerge, there’s always this excitement “Ah, with this, we’re going to change the world.” Researchers and industry teams dive in, applying these methods and building new technologies.",N,2,1,https://www.youtube.com/watch?v=RmhQ5xZfwSY,transcripts/channels/LG_AI_Research/Two_Geniuses_Discuss_'The_Future_of_AI'_Honglak_Lee_&_Saedol__RmhQ5xZfwSY.md
LG AI Research,2025-12-09,channel,AX,자사/일반,,Two Geniuses Discuss 'The Future of AI': Honglak Lee & Saedol Lee - Part 1,"From the center of the AI transformation, a look at Korea’s present and future.",N,2,2,https://www.youtube.com/watch?v=RmhQ5xZfwSY,transcripts/channels/LG_AI_Research/Two_Geniuses_Discuss_'The_Future_of_AI'_Honglak_Lee_&_Saedol__RmhQ5xZfwSY.md
LG AI Research,2025-12-09,channel,AX,자사/일반,,Two Geniuses Discuss 'The Future of AI': Honglak Lee & Saedol Lee - Part 1,"Physical AI: AI whose decision-making capabilities are integrated with robots, sensors, and other physical devices, enabling it to act directly in the real world.",N,2,3,https://www.youtube.com/watch?v=RmhQ5xZfwSY,transcripts/channels/LG_AI_Research/Two_Geniuses_Discuss_'The_Future_of_AI'_Honglak_Lee_&_Saedol__RmhQ5xZfwSY.md
LG AI Research,2025-12-16,channel,AX,자사/일반,,Two Geniuses Discuss 'The Future of AI': Honglak Lee & Saedol Lee - Part 2,"So in the end, starting now, learning how to work with AI— and perhaps building communities around that— may be one of the most important things.",N,2,1,https://www.youtube.com/watch?v=vIE2XpEGJ8M,transcripts/channels/LG_AI_Research/Two_Geniuses_Discuss_'The_Future_of_AI'_Honglak_Lee_&_Saedol__vIE2XpEGJ8M.md
LG AI Research,2025-12-16,channel,AX,자사/일반,,Two Geniuses Discuss 'The Future of AI': Honglak Lee & Saedol Lee - Part 2,"At LG AI Research, our ultimate goal—our ideal vision— is to build truly excellent 'Expert AI’.",N,2,2,https://www.youtube.com/watch?v=vIE2XpEGJ8M,transcripts/channels/LG_AI_Research/Two_Geniuses_Discuss_'The_Future_of_AI'_Honglak_Lee_&_Saedol__vIE2XpEGJ8M.md
LG AI Research,2025-12-16,channel,AX,자사/일반,,Two Geniuses Discuss 'The Future of AI': Honglak Lee & Saedol Lee - Part 2,"Similarly, if we can accurately forecast financial products or stock prices, we can leverage that capability to build financial agents.",N,2,3,https://www.youtube.com/watch?v=vIE2XpEGJ8M,transcripts/channels/LG_AI_Research/Two_Geniuses_Discuss_'The_Future_of_AI'_Honglak_Lee_&_Saedol__vIE2XpEGJ8M.md
Mayo Clinic,2026-07-15,channel,unclassified,자사/일반,,Could milk-derived nanoparticles change bile duct cancer care | Tomorrow's Cure Season 5 Episode 4,하지만 우리는 600조 개의 조합에서 시작하여 암세포에 적용해보고 어떤 조합이 붙는지 확인하는 방식으로 접근합니다.,Y,3,1,https://www.youtube.com/watch?v=0WC6fBSDauk,transcripts/channels/Mayo_Clinic/Could_milk-derived_nanoparticles_change_bile_duct_cancer_car__0WC6fBSDauk.md
Mayo Clinic,2026-07-15,channel,unclassified,자사/일반,,Could milk-derived nanoparticles change bile duct cancer care | Tomorrow's Cure Season 5 Episode 4,"저는 최근에 인공지능을 활용하여 환자가 입력한 의료 정보를 기반으로 검색하고, 환자가 직접 검색하는 것보다 훨씬 더 잘 선별된 목록을 제공하는 다양한 임상 시험 검색 서비스를 제공하는 회사들이 많이 생겨나는 것을 봤습니다 .",N,2,2,https://www.youtube.com/watch?v=0WC6fBSDauk,transcripts/channels/Mayo_Clinic/Could_milk-derived_nanoparticles_change_bile_duct_cancer_car__0WC6fBSDauk.md
Mayo Clinic,2026-07-15,channel,unclassified,자사/일반,,Could milk-derived nanoparticles change bile duct cancer care | Tomorrow's Cure Season 5 Episode 4,귀 연구실에서도 이러한 과정을 가속화하기 위해 AI 시스템을 활용하고 있습니다 .,N,2,3,https://www.youtube.com/watch?v=0WC6fBSDauk,transcripts/channels/Mayo_Clinic/Could_milk-derived_nanoparticles_change_bile_duct_cancer_car__0WC6fBSDauk.md
Mayo Clinic,2026-07-16,channel,unclassified,자사/일반,,Pulsed Field Ablation for Atrial Fibrillation with Left Atrial Appendage Occlusion,호기심을 전문성으로 전환한 수천 명의 임상의들과 함께하세요.,Y,3,1,https://www.youtube.com/watch?v=39SBhX_NU3E,transcripts/channels/Mayo_Clinic/Pulsed_Field_Ablation_for_Atrial_Fibrillation_with_Left_Atri__39SBhX_NU3E.md
Meta,2026-01-27,channel,AX,자사/일반,,"An Interview With Dr. Jacob A. George, Director of the Utah NeuroRobotics Lab",And so the way that this system is built is you basically take an individual and have them do a variety of different hand movements or in the case of you know the metanural bands you have you know large numbers of users demonstrate to a computer algorithm you know how these signals correlate from the wrist to the actual intended motion of a person's hand and you build up an AI model that can then …,N,2,1,https://www.youtube.com/watch?v=GKO36t0FFP8,"transcripts/channels/Meta/An_Interview_With_Dr._Jacob_A._George,_Director_of_the_Utah___GKO36t0FFP8.md"
Meta,2026-02-26,channel,unclassified,자사/일반,,Boz & Barstool Sports at Meta House,I think 75% of kickoffs were returned uh since they implemented the rule.,Y,3,1,https://www.youtube.com/watch?v=b0aWXH8UdjE,transcripts/channels/Meta/Boz_&_Barstool_Sports_at_Meta_House__b0aWXH8UdjE.md
Meta,2026-05-28,channel,unclassified,자사/일반,,Boz To The Future #26: The Future According to Ed Catmull,"Um, so you know if if as Steve Jobs used to say uh you know 10% of 10% is up front is designing 80% is building and then 10% on the end is is polishing it.",Y,3,1,https://www.youtube.com/watch?v=4s1_DKMYQVo,transcripts/channels/Meta/Boz_To_The_Future_#26_The_Future_According_to_Ed_Catmull__4s1_DKMYQVo.md
Meta,2026-05-28,channel,unclassified,자사/일반,,Boz To The Future #26: The Future According to Ed Catmull,So I do find AI by virtue of taking some of these pieces that could be automated out of my out of my kind of off my plate.,N,2,2,https://www.youtube.com/watch?v=4s1_DKMYQVo,transcripts/channels/Meta/Boz_To_The_Future_#26_The_Future_According_to_Ed_Catmull__4s1_DKMYQVo.md
Meta,2026-07-02,channel,unclassified,자사/일반,,Boz To The Future #27: The Future According to Shyam Sankar,And it's been really rewarding to see how much the army has adopted these recommendations over the last 6 months or &gt;&gt; very little to do with what Meta has to do with so [laughter] so it's a it's a it's a broad range of school of skill sets that we're trying to bring to bear on the problems.,Y,3,1,https://www.youtube.com/watch?v=bOTy3Q5_trw,transcripts/channels/Meta/Boz_To_The_Future_#27_The_Future_According_to_Shyam_Sankar__bOTy3Q5_trw.md
Meta,2026-07-02,channel,unclassified,자사/일반,,Boz To The Future #27: The Future According to Shyam Sankar,"Like, this is like this is these are real AI dollars going to real American people in a very like World War II kind of ask like intense build-out period.",N,2,2,https://www.youtube.com/watch?v=bOTy3Q5_trw,transcripts/channels/Meta/Boz_To_The_Future_#27_The_Future_According_to_Shyam_Sankar__bOTy3Q5_trw.md
Meta Developers,2026-06-18,channel,AX,자사/일반,,Building location based experiences with Meta AI glasses with Stijn Spanhove,생성형 AI를 활용하면 마치 살아있는 것처럼 느껴질 거예요 .,N,2,1,https://www.youtube.com/watch?v=t-TaxwrmtgE,transcripts/channels/Meta_Developers/Building_location_based_experiences_with_Meta_AI_glasses_wit__t-TaxwrmtgE.md
Meta Developers,2026-06-18,channel,AX,자사/일반,,Building location based experiences with Meta AI glasses with Stijn Spanhove,"저는 클라우드 코드를 정말 좋아하는데요, Meta는 AI 개발을 위한 지원이 아주 훌륭합니다 .",N,2,2,https://www.youtube.com/watch?v=t-TaxwrmtgE,transcripts/channels/Meta_Developers/Building_location_based_experiences_with_Meta_AI_glasses_wit__t-TaxwrmtgE.md
Meta Developers,2026-06-18,channel,AX,자사/일반,,Building location based experiences with Meta AI glasses with Stijn Spanhove,지금까지 제가 디스플레이 유무와 상관없이 AI 안경에 적용한 실외 및 실내 경험에 대해 이야기해 봤습니다 .,N,2,3,https://www.youtube.com/watch?v=t-TaxwrmtgE,transcripts/channels/Meta_Developers/Building_location_based_experiences_with_Meta_AI_glasses_wit__t-TaxwrmtgE.md
Meta Developers,2026-07-01,channel,AX,자사/일반,,Developer Tools MCP: Connect Your AI Agent to Meta's Developer Platform in Under 10 Minutes,1분도 채 안 되는 시간에 AI 기반 IDE 내에서 [음악] Meta 플랫폼의 모든 통합 기능을 직접 관리하고 효율성을 높일 수 있습니다.,Y,4,1,https://www.youtube.com/watch?v=95QihrwVQnc,transcripts/channels/Meta_Developers/Developer_Tools_MCP_Connect_Your_AI_Agent_to_Meta's_Develope__95QihrwVQnc.md
Meta Developers,2026-07-01,channel,AX,자사/일반,,Developer Tools MCP: Connect Your AI Agent to Meta's Developer Platform in Under 10 Minutes,"개발자들은 이미 AI 비서, 음악 및 개발자 도구를 활용하여 개발하고 있으며, MCP는 이러한 도구들을 Meta 플랫폼에 쉽게 연결할 수 있도록 지원합니다.",N,2,2,https://www.youtube.com/watch?v=95QihrwVQnc,transcripts/channels/Meta_Developers/Developer_Tools_MCP_Connect_Your_AI_Agent_to_Meta's_Develope__95QihrwVQnc.md
Meta Developers,2026-07-01,channel,AX,자사/일반,,Developer Tools MCP: Connect Your AI Agent to Meta's Developer Platform in Under 10 Minutes,Meta의 [음악] 개발자 도구인 MCP는 플랫폼 운영을 개발자들이 이미 매일 사용하는 AI 서비스인 [음악]에 직접 통합함으로써 이러한 상황을 바꿉니다 .,N,2,3,https://www.youtube.com/watch?v=95QihrwVQnc,transcripts/channels/Meta_Developers/Developer_Tools_MCP_Connect_Your_AI_Agent_to_Meta's_Develope__95QihrwVQnc.md
Meta Developers,2026-06-30,channel,AX,자사/일반,,"VR Developer Level Up Ep. 1: Success Stories, Agentic Tools & Meta VR CLI",최초 사용자 경험(FTUE) 에서 구매 전환율이 51%에서 78%로 급증하여 월간 활성 사용자 수가 상대적으로 36% 증가한 17% 성장했습니다.,Y,3,1,https://www.youtube.com/watch?v=ebIV8ZzjMf0,"transcripts/channels/Meta_Developers/VR_Developer_Level_Up_Ep._1_Success_Stories,_Agentic_Tools_&__ebIV8ZzjMf0.md"
Meta Developers,2026-06-30,channel,AX,자사/일반,,"VR Developer Level Up Ep. 1: Success Stories, Agentic Tools & Meta VR CLI","이로써 생산성이 세 배로 증가했고, 단 4주 만에 25개의 제품을 출하할 수 있게 되었습니다.",Y,3,2,https://www.youtube.com/watch?v=ebIV8ZzjMf0,"transcripts/channels/Meta_Developers/VR_Developer_Level_Up_Ep._1_Success_Stories,_Agentic_Tools_&__ebIV8ZzjMf0.md"
Meta Developers,2026-06-30,channel,AX,자사/일반,,"VR Developer Level Up Ep. 1: Success Stories, Agentic Tools & Meta VR CLI",그는 7일 무료 체험 전략을 통해 다른 플랫폼에 비해 전환율을 두 배 이상 높였습니다 .,Y,3,3,https://www.youtube.com/watch?v=ebIV8ZzjMf0,"transcripts/channels/Meta_Developers/VR_Developer_Level_Up_Ep._1_Success_Stories,_Agentic_Tools_&__ebIV8ZzjMf0.md"
Meta Developers,2026-06-04,channel,unclassified,자사/일반,,WhatsApp Calling API,Avista는 Atomchat의 AI 음성 상담원을 활용한 WhatsApp 통화로 고객 대기 시간을 79% 단축했습니다 .,Y,4,1,https://www.youtube.com/watch?v=evxT7d23wx4,transcripts/channels/Meta_Developers/WhatsApp_Calling_API__evxT7d23wx4.md
Meta Developers,2026-06-04,channel,unclassified,자사/일반,,WhatsApp Calling API,레드클리프 랩스는 엑소텔을 통해 고객 만족도(CSAT)가 22% 향상되었습니다.,Y,3,2,https://www.youtube.com/watch?v=evxT7d23wx4,transcripts/channels/Meta_Developers/WhatsApp_Calling_API__evxT7d23wx4.md
Meta Developers,2026-06-04,channel,unclassified,자사/일반,,WhatsApp Calling API,Sekhar는 respond.io를 사용하여 사건 해결 속도를 20% 향상시켰습니다 .,Y,3,3,https://www.youtube.com/watch?v=evxT7d23wx4,transcripts/channels/Meta_Developers/WhatsApp_Calling_API__evxT7d23wx4.md
Meta Developers,2026-06-04,channel,unclassified,협력/고객사 언급,Google,WhatsApp Direct Send API,모든 기업이 다이렉트 전송 서비스를 이용할 수 있게 되는 GA(Google Analytics)는 2027년 상반기 출시를 목표로 하고 있습니다.,Y,3,1,https://www.youtube.com/watch?v=cV4Tst-3X-Q,transcripts/channels/Meta_Developers/WhatsApp_Direct_Send_API__cV4Tst-3X-Q.md
Meta Developers,2026-06-04,channel,unclassified,자사/일반,,WhatsApp Max Pricing,"예를 들어 최대 가격을 20% 높여 1.25달러에 메시지 10개를 보내면 9개가 전달되므로 전달률이 크게 향상되고 , 실제 전달당 비용은 설정된 최대 가격보다 여전히 낮을 수 있습니다.",Y,3,1,https://www.youtube.com/watch?v=DlqWkqhWrzU,transcripts/channels/Meta_Developers/WhatsApp_Max_Pricing__DlqWkqhWrzU.md
Meta Developers,2026-06-04,channel,unclassified,자사/일반,,WhatsApp Max Pricing,2025년 하반기 알파 버전에서 인도의 기업들은 공시 가격보다 높은 최고 가격을 설정했음에도 불구하고 더 나은 납품 실적과 평균 비용 절감을 경험했습니다.,Y,3,2,https://www.youtube.com/watch?v=DlqWkqhWrzU,transcripts/channels/Meta_Developers/WhatsApp_Max_Pricing__DlqWkqhWrzU.md
Microsoft Azure,2026-07-15,channel,unclassified,자사/일반,,Assess Azure VM readiness with Azure Migrate,"종량제, 1년 또는 3년 예약 인스턴스, Azure 절약 계획 및 평가 기준과 같은 통화 절약 옵션을 통해 최대 절감 효과를 얻으면서 총소유비용(TCO)을 예측하고 VM 대상에 가장 적합한 규모의 인스턴스를 식별할 수 있습니다.",Y,3,1,https://www.youtube.com/watch?v=gsz-XqQ-Xn8,transcripts/channels/Microsoft_Azure/Assess_Azure_VM_readiness_with_Azure_Migrate__gsz-XqQ-Xn8.md
Microsoft Azure,2026-07-20,channel,unclassified,협력/고객사 언급,AMD,Microsoft expands Azure AI and HPC infrastructure with AMD,"[음악] 하나는 AMD에서 출시한 새로운 AI 가속기 또는 GPU이고 , 다른 하나는 특정 작업에 최적화된 AMD 제작 CPU를 제공하는 Azure의 새로운 VM 유형 시리즈입니다 .",N,2,1,https://www.youtube.com/watch?v=CWEwR9OXzGA,transcripts/channels/Microsoft_Azure/Microsoft_expands_Azure_AI_and_HPC_infrastructure_with_AMD__CWEwR9OXzGA.md
Microsoft Azure,2026-07-20,channel,unclassified,자사/일반,,Storage migrations simplified with the Azure Copilot migration agent,"관리자는 어플라이언스를 배포하고 등록한 다음, 어플라이언스가 온라인 상태가 되었음을 에이전트에 알립니다 .",N,2,1,https://www.youtube.com/watch?v=KjQJTNq4a7c,transcripts/channels/Microsoft_Azure/Storage_migrations_simplified_with_the_Azure_Copilot_migrati__KjQJTNq4a7c.md
NTT DATA,2024-10-11,channel,unclassified,자사/일반,,NTT DATA MOVIE ～会社紹介編～,NTT 데이터는 1988 년 총 이후 35 기간 연속으로 증가를 계속합니다.,Y,3,1,https://www.youtube.com/watch?v=yZF7OC3Imio,transcripts/channels/NTT_DATA/NTT_DATA_MOVIE_～会社紹介編～__yZF7OC3Imio.md
NTT DATA,2024-10-11,channel,unclassified,자사/일반,,NTT DATA MOVIE ～会社紹介編～,NTT 데이터를 통해 사업 확장을 위해 2023년 7월부터 지주회사 체제로 마이그레이션 국내 사업 회사의 NTT 데이터 해외 사업 회사의 NTT 데이터 잉크는 각각 지역권을 보유한 주식회사인 NTT 데이터 그룹은 글로벌 전략을 수립하고 글로벌 시너지 창출 글로벌 거버넌스 강화에 주력 또한 경쟁력을 엄선한 기술의 연구 개발 전략투자 국내 해외에서 활용가능 오퍼링의 전개 지시 등의 기능을 집계 1NTT 데이터로서의 통합력을 발휘해 경쟁력 우위 확보 여기에서 중기 경영 계획에 대해 NTT 데이터로 글로벌 성장 3 단계에서 진행되고 있으며 현재는 최종 무대의 위치입니다.,Y,3,2,https://www.youtube.com/watch?v=yZF7OC3Imio,transcripts/channels/NTT_DATA/NTT_DATA_MOVIE_～会社紹介編～__yZF7OC3Imio.md
NTT DATA,2024-10-11,channel,unclassified,자사/일반,,NTT DATA MOVIE ～会社紹介編～,2022년부터 2025년까지 중기 경영 계획 슬로건 리어 라이징은 지속 가능한 미래와 말하는 것 미래를 향한 가치를 만드는 다양한 사람들 기술로 묶어 고객과 함께 지속 가능한 사회를 실현하는 기본 정책도 해외사업의 질과 함께 성장고객 기반 확대 일하러 가자.,Y,3,3,https://www.youtube.com/watch?v=yZF7OC3Imio,transcripts/channels/NTT_DATA/NTT_DATA_MOVIE_～会社紹介編～__yZF7OC3Imio.md
NVIDIA,2026-07-20,channel,unclassified,자사/일반,,Bringing Agent-Ready Simulation Into Blender,실제 인공지능 시대는 시뮬레이션을 통해 먼저 구축될 것입니다.,N,2,1,https://www.youtube.com/watch?v=XdtQbMXHDjQ,transcripts/channels/NVIDIA/Bringing_Agent-Ready_Simulation_Into_Blender__XdtQbMXHDjQ.md
